,Reaction,Product
438102,C = C C . C [SiH2] O [Si] ( C ) ( C ) C . C c 1 c c c c c 1 > A_[Cl-] A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C C C [Si] ( C ) ( C ) O [SiH] ( C ) C
616692,O = C 1 C S c 2 c c c ( C O ) c c 2 N 1 > A_C1CCOC1 A_ClC(Cl)Cl,O = C c 1 c c c 2 c ( c 1 ) N C ( = O ) C S 2
486738,C O C ( = O ) c 1 c c ( C # N ) c c c 1 O C . [OH-] > A_O A_[Na+] A_Cl A_CS(C)=O,C O c 1 c c c ( C ( N ) = O ) c c 1 C ( = O ) O
71648,C O c 1 c c c ( O ) c ( C = O ) c 1 > A_[Na+] A_CCO A_CCOCC A_CCCCCC,C O c 1 c c c ( O ) c ( C O ) c 1
262889,C C O C ( = O ) C c 1 c c n c c 1 [N+] ( = O ) [O-] > A_CCO A_[Pd],C C O C ( = O ) C c 1 c c n c c 1 N
70819,C C N C ( = O ) C O c 1 c ( Cl ) c c ( Cl ) c c 1 Cl > A_CO A_Cc1ccccc1,C C N C C O c 1 c ( Cl ) c c ( Cl ) c c 1 Cl
19471,O = C 1 C C C N 1 C C # C C N 1 C C C C 1 > A_CCO,O = C 1 C C C N 1 C C C C N 1 C C C C 1
443311,N # C C 1 = C C c 2 c c c c c 2 1 > A_CCO A_[Pd],N # C C 1 C C c 2 c c c c c 2 1
405971,C C C C C C C C O C c 1 c c c ( C O ) c c 1 > A_ClCCl,C C C C C C C C O C c 1 c c c ( C = O ) c c 1
814728,C O c 1 c n c ( C ( C ) = O ) c n 1 . [Br-] > A_[Na+] A_ClC(Cl)Cl A_[Br-] A_CCCC[N+](CCCC)(CCCC)CCCC,C O c 1 c n c ( C ( = O ) C Br ) c n 1
191820,C = C C Br . C C C 1 ( O ) C O C 1 C . Cl C Cl . O . [OH-] > A_[K+] A_[Br-] A_CCCC[N+](CCCC)(CCCC)CCCC,C = C C O C C 1 ( C C ) C O C 1
239670,C c 1 c c c ( [Zn] ) c c 1 . N # C c 1 c c c c c 1 Cl > A_C1CCOC1,C c 1 c c c ( - c 2 c c c c c 2 C # N ) c c 1
97913,C C ( C ) ( C ) C ( = O ) Cl . N c 1 c c c c n 1 > A_O A_ClCCl A_CCN(CC)CC,C C ( C ) ( C ) C ( = O ) N c 1 c c c c n 1
324260,C C O C ( = O ) c 1 c n c ( N ( C ) C ) [nH] c 1 = O > A_O A_[Na+] A_Cl A_[OH-],C N ( C ) c 1 n c c ( C ( = O ) O ) c ( = O ) [nH] 1
641748,Br . C C c 1 c c ( C ) c c ( C C ) c 1 N > A_O A_[Na+],C C c 1 c c ( C ) c c ( C C ) c 1 Br
143226,C C ( = O ) Cl . Cl C C C C c 1 c c c c c 1 . Cl C C Cl > A_O A_Cl A_[Cl-],O = C ( C C C C C Cl ) c 1 c c c c c 1
810278,O = C ( O ) c 1 c n c ( Cl ) c n 1 . O C C 1 C C O 1 > A_[K+] A_CN(C)C=O A_CC(C)(C)[O-],O = C ( O ) c 1 c n c ( O C C 2 C C O 2 ) c n 1
258753,C C C C C N . C c 1 c s c 2 c ( Cl ) n c ( Cl ) n c 1 2 > A_CN(C)C=O,C C C C C N c 1 n c ( Cl ) n c 2 c ( C ) c s c 1 2
351858,C c 1 c c ( Br ) c c c 1 N . O = C ( [O-] ) [O-] > A_[K+] A_CN(C)C=O,C N c 1 c c c ( Br ) c c 1 C
719910,N c 1 n c c ( I ) c c 1 C = O . c 1 c [nH] c n 1 > A_[K+] A_Cc1ccccc1 A_CS(C)=O A_O=P([O-])([O-])[O-],N c 1 n c c ( - n 2 c c n c 2 ) c c 1 C = O
748944,F c 1 c c c 2 c c [nH] c 2 n 1 . O = C ( [O-] ) [O-] > A_O A_[K+] A_CN(C)C=O,C n 1 c c c 2 c c c ( F ) n c 2 1
584727,N c 1 c ( Cl ) c c c c 1 Cl . [N-] = [N+] = [N-] > A_O A_[Na+] A_Cl A_[OH-] A_COC(C)(C)C,[N-] = [N+] = N c 1 c ( Cl ) c c c c 1 Cl
506427,C C # N . C C C Br . C O c 1 c c c c ( C = O ) c 1 O > A_[K+] A_O=C([O-])[O-],C C C O c 1 c ( C C N ) c c c c 1 O C
253744,F c 1 c c c c c 1 S . O = C ( [O-] ) [O-] > A_[K+] A_CN(C)C=O A_O=C(O)CC(O)(CC(=O)O)C(=O)O,C S c 1 c c c c c 1 F
193300,C C O C ( = O ) Cl . O = C 1 C C c 2 c c c c c 2 1 > A_C1CCOC1 A_[Li]CCCC,C C O C ( = O ) C 1 C c 2 c c c c c 2 C 1 = O
710325,C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 C ( = O ) O > A_CCO A_[Pd],C c 1 c c c ( N ) c c 1 C ( = O ) O
159493,C O C ( = O ) C ( C ( = O ) O C ) = C 1 S C = C S 1 > A_[K+] A_CO A_[OH-],C O C ( = O ) C ( C ( = O ) O ) = C 1 S C = C S 1
208188,Cl C ( Cl ) Cl . O = C ( O ) C c 1 c c c c 2 c c c c c 1 2 >,O = C ( Cl ) C c 1 c c c c 2 c c c c c 1 2
727459,C 1 C N C C N 1 . Cl c 1 c c n c 2 c c c c c 1 2 > A_Cc1ccccc1,c 1 c c c 2 c ( N 3 C C N C C 3 ) c c n c 2 c 1
73786,C C ( = O ) N C # N . Cl C / C = C \ C Cl > A_[Na] A_CC(=O)N(C)C,C C ( = O ) N ( C # N ) C / C = C \ C N ( C # N ) C ( C ) = O
129486,C C ( = O ) O C C ( C ) ( C ) C S ( N ) ( = O ) = O > A_[Na+] A_CO A_C[O-],C C ( C ) ( C O ) C S ( N ) ( = O ) = O
860447,O = C ( O ) c 1 c c ( F ) c c ( Br ) c 1 > A_C1CCOC1 A_CO,O C c 1 c c ( F ) c c ( Br ) c 1
19902,N c 1 c c c c c 1 . O c 1 c c c c 2 c c c c c 1 2 > A_O,c 1 c c c ( N c 2 c c c c 3 c c c c c 2 3 ) c c 1
463037,C N 1 C C C ( O ) C C 1 . F c 1 c c c c c 1 F > A_[Na+] A_CN(C)C=O A_[H-],C N 1 C C C ( O c 2 c c c c c 2 F ) C C 1
67676,C O N . O = C ( O ) C n 1 n n n c 1 S > A_Cl A_CC#N,C O N C ( = O ) C n 1 n n n c 1 S
741123,O = N N 1 C C N ( C C ( F ) ( F ) F ) C C 1 > A_C1CCOC1 A_CCOC(C)=O A_[H-] A_[Li+],N N 1 C C N ( C C ( F ) ( F ) F ) C C 1
796235,F c 1 c ( Cl ) n c n c 1 Cl . O C C 1 C C 1 > A_C1CCOC1 A_[Na+] A_[H-],F c 1 c ( Cl ) n c n c 1 O C C 1 C C 1
286501,C [S-] . C c 1 c ( Cl ) c c c ( Cl ) c 1 C 1 = N O C C 1 > A_O A_[Na+] A_CN1CCCC1=O,C S c 1 c c c ( Cl ) c ( C ) c 1 C 1 = N O C C 1
258335,C C O C ( = O ) c 1 c c 2 c ( Cl ) c ( Cl ) c c c 2 [nH] 1 >,C O C ( = O ) C 1 C c 2 c ( c c c ( Cl ) c 2 Cl ) N 1
821194,C O C ( = O ) C c 1 c c c ( C # N ) c ( Br ) c 1 > A_O A_C1CCOC1 A_[Li+],N # C c 1 c c c ( C C O ) c c 1 Br
599832,N c 1 c n c ( Cl ) n c 1 Cl . O = C 1 C C O C C 1 > A_O A_[Na+] A_ClCCl,Cl c 1 n c c ( N C 2 C C O C C 2 ) c ( Cl ) n 1
12211,C C ( C ) C I . C C O C ( = O ) C C ( = O ) O C C > A_[Na],C C O C ( = O ) C ( C C ( C ) C ) C ( = O ) O C C
308216,C O c 1 c c c c c 1 I . c 1 c c c 2 [nH] c c c 2 c 1 >,C O c 1 c c c c c 1 - n 1 c c c 2 c c c c c 2 1
223010,C C c 1 c c ( C ( C ) O ) n c c 1 O C . O = S ( Cl ) Cl > A_ClCCl,C C c 1 c c ( C ( C ) Cl ) n c c 1 O C
350230,Br Br . c 1 c c c ( C 2 C C 2 ) c c 1 > A_O A_[Na+] A_CC(=O)O A_CC(=O)[O-],Br c 1 c c c ( C 2 C C 2 ) c c 1
795415,C O C c 1 n n 2 c ( C = O ) c ( Cl ) n c 2 s 1 > A_[Na+] A_CCO A_[Cl-] A_[NH4+],C O C c 1 n n 2 c ( C O ) c ( Cl ) n c 2 s 1
791921,C C O C ( = O ) C = C 1 C C N ( O C ) C C 1 > A_CO A_[Pd],C C O C ( = O ) C C 1 C C N ( O C ) C C 1
113587,C = C C ( = O ) O C C . C C ( C ) ( N ) c 1 c c c c c 1 >,C C O C ( = O ) C C N C ( C ) ( C ) c 1 c c c c c 1
21965,C C ( = O ) c 1 c c ( Br ) c ( N ) c ( C N ( C ) C ) c 1 > A_[Na+],C C ( O ) c 1 c c ( Br ) c ( N ) c ( C N ( C ) C ) c 1
778090,C = C ( C ) c 1 c c c ( N ) n c 1 O C > A_CO A_[Pd] A_[H][H],C O c 1 n c ( N ) c c c 1 C ( C ) C
98312,[N-] = [N+] = N C C 1 C N ( C c 2 c c c c c 2 ) C C O 1 > A_[Na+] A_[OH-] A_Cc1ccccc1 A_[H-],N C C 1 C N ( C c 2 c c c c c 2 ) C C O 1
812751,Br . N c 1 c c c 2 c ( c 1 ) C C C 2 > A_[Na+],Br c 1 c c c 2 c ( c 1 ) C C C 2
293143,C C ( = O ) C N C ( = O ) C 1 ( Br ) C C 1 > A_O A_[Na+] A_O=C([O-])[O-] A_O=S(=O)(O)O,C c 1 c n c ( C 2 ( Br ) C C 2 ) o 1
125000,C C = O . O = C c 1 c c o c 1 > A_O A_[Na+] A_[OH-] A_CCOCC,O = C C = C c 1 c c o c 1
898823,Br C C 1 C C C 1 . C C O C ( = O ) C = O > A_CCOCC A_II,C C O C ( = O ) C ( O ) C C 1 C C C 1
764749,C C ( C ) O . O = C ( n 1 c c n c 1 ) n 1 c c n c 1 > A_ClCCl,C C ( C ) O C ( = O ) n 1 c c n c 1
734550,C I . C c 1 c c c ( O ) c n 1 > A_O A_[Na+] A_[H-] A_CS(C)=O A_CCOCC,C O c 1 c c c ( C ) n c 1
262020,C C O C ( = O ) C 1 C C c 2 c c ( O C ) c c c 2 C 1 > A_C1CCOC1 A_[H-] A_[Li+],C O c 1 c c c 2 c ( c 1 ) C C C ( C O ) C 2
206779,C c 1 c c c c c 1 . N C C C C N C C C N . [NH4+] . [OH-] > A_O A_CO A_CCOC(C)=O,N C C C C ( = O ) N 1 C C C N C 1
798593,C C ( = O ) Cl . N c 1 c n c 2 c c c ( Cl ) n n 1 2 > A_ClCCl A_CCN(CC)CC,C C ( = O ) N c 1 c n c 2 c c c ( Cl ) n n 1 2
305093,Br c 1 c [nH] c n 1 . C # C c 1 c c c c c 1 >,C ( # C c 1 c [nH] c n 1 ) c 1 c c c c c 1
522683,N c 1 n c c [nH] 1 . O = C c 1 c c c c ( Cl ) c 1 > A_[Na+] A_ClCCl A_CCN(CC)CC A_O=S(=O)(O)O,Cl c 1 c c c c ( C N c 2 n c c [nH] 2 ) c 1
131507,C C ( = O ) O . N # C C C 1 C S c 2 s c c c 2 C 1 = O > A_Cl,O = C ( O ) C C 1 C S c 2 s c c c 2 C 1 = O
67066,C C C C C C . C c 1 c c ( [N+] ( = O ) [O-] ) c ( O ) c c 1 Cl > A_CS(C)=O,C = C C O c 1 c c ( Cl ) c ( C ) c c 1 [N+] ( = O ) [O-]
69269,C C 1 ( C ) O C C ( C ( Cl ) C O ) O 1 > A_[K+] A_[OH-] A_CCOCC,C C 1 ( C ) O C C ( C 2 C O 2 ) O 1
436743,C O . C c 1 c c c ( F ) c c 1 C ( = O ) O > A_O=S(=O)(O)O,C O C ( = O ) c 1 c c ( F ) c c c 1 C
51210,C S c 1 c c ( C ( O ) C N = [N+] = [N-] ) c c c 1 O > A_CO A_CCN(CC)CC,C S c 1 c c ( C ( O ) C N ) c c c 1 O
824457,C N O C . O = C ( O ) C 1 ( C ( F ) ( F ) F ) C C 1 > A_CN(C)C=O A_Cl A_CCN(CC)CC,C O N ( C ) C ( = O ) C 1 ( C ( F ) ( F ) F ) C C 1
77255,C = C C O C ( = O ) N C C ( = O ) O . O = S ( Cl ) Cl > A_Cc1ccccc1,C = C C O C ( = O ) N C C ( = O ) Cl
435250,O = C 1 C c 2 c c c c c 2 N 1 . O C C O >,O = C 1 N c 2 c c c c c 2 C 1 C C O
419566,C = C C C Br . N C C c 1 c c c c c 1 > A_[K+] A_O=C([O-])[O-],C = C C C N C C c 1 c c c c c 1
452958,C # C [Mg] Br . Cl c 1 c c ( Cl ) c c ( I ) c 1 > A_O A_C1CCOC1 A_[Na+] A_[Cl-] A_[Br-],C # C c 1 c c ( Cl ) c c ( Cl ) c 1
112515,N # C C ( C Cl ) N C ( = O ) N C c 1 c c c c c 1 > A_C1CCOC1 A_CCN(CC)CC,C = C 1 N C ( = O ) N ( C c 2 c c c c c 2 ) C 1 = N
438615,C C ( O ) c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . I I > A_C1CCOC1 A_[Cl-] A_[NH4+] A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,O = [N+] ( [O-] ) c 1 c c c ( C C I ) c c 1
535236,C C O C ( = O ) C 1 ( N ) C C c 2 c c c c c 2 1 > A_O A_[Na+] A_CCO,N C 1 ( C O ) C C c 2 c c c c c 2 1
242943,O = C 1 C C c 2 c c c c c 2 1 . O = [N+] ( [O-] ) [O-] > A_[K+] A_O=S(=O)(O)O,O = C 1 C C c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 1
181994,N # C [Cu] . O c 1 c c c ( Br ) c c 1 F > A_CCOCC A_CN1CCCC1=O,N # C c 1 c c c ( O ) c ( F ) c 1
573175,N N . O C 1 C N ( c 2 c c ( Cl ) n c n 2 ) C 1 > A_O A_CCO,N N c 1 c c ( N 2 C C ( O ) C 2 ) n c n 1
342675,O = C ( Cl ) C = C c 1 c c c c 2 c c c c c 1 2 > A_CC(C)=O A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,O = C C = C c 1 c c c c 2 c c c c c 1 2
208989,C c 1 c c c ( C # N ) c ( [N+] ( = O ) [O-] ) c 1 > A_C1COCCO1 A_[Pd],C c 1 c c c ( C # N ) c ( N ) c 1
242714,N # C C C ( = O ) C 1 C C 1 . N N > A_O A_CCO,N c 1 c c ( C 2 C C 2 ) n [nH] 1
301798,C O . Cl c 1 n c ( Cl ) n c ( Cl ) n 1 . O = C ( [O-] ) O > A_[Na+] A_CCOC(C)=O,C O c 1 n c ( Cl ) n c ( O C ) n 1
390809,C c 1 c ( F ) c c c c 1 O C 1 C C C C O 1 > A_CO,C c 1 c ( O ) c c c c 1 F
889625,Br C 1 C C 1 . O c 1 c c ( F ) c c c 1 Br > A_[K+] A_CN(C)C=O A_O=C([O-])[O-] A_CCOC(C)=O A_[Cs+],F c 1 c c c ( Br ) c ( O C 2 C C 2 ) c 1
596850,C C ( C ) O c 1 c c c ( C = O ) n c 1 . C [Mg] Br > A_C1CCOC1 A_Cl,C C ( C ) O c 1 c c c ( C ( C ) O ) n c 1
70771,Br Br . C O c 1 c c c ( C ( C ) C C # N ) c c 1 > A_O A_[Na+] A_CC(=O)O A_CC(=O)[O-],C O c 1 c c c ( C ( C ) C C # N ) c ( Br ) c 1
139561,C C N ( C C ) C C O . C C O C ( = O ) C N 1 C C C C 1 >,C C N ( C C ) C C O C ( = O ) C N 1 C C C C 1
882905,C S ( = O ) ( = O ) Cl . N c 1 c c c c ( Br ) c 1 > A_ClCCl A_CCOC(C)=O A_c1ccncc1 A_CCCCCC,C S ( = O ) ( = O ) N c 1 c c c c ( Br ) c 1
563595,O = C ( Cl ) O C c 1 c c c c c 1 . O C C 1 C C C N C 1 > A_ClCCl A_CCN(CC)CC,O = C ( O C c 1 c c c c c 1 ) N 1 C C C C ( C O ) C 1
489724,Br c 1 c c c ( C 2 C C C N 2 ) c c 1 . C = C C Br > A_C1CCOC1 A_[K+] A_O=C([O-])[O-],C = C C N 1 C C C C 1 c 1 c c c ( Br ) c c 1
707158,C O C C O c 1 c c ( C ( = O ) O C ) c c n 1 > A_[Na+] A_[OH-] A_C1COCCO1,C O C C O c 1 c c ( C ( = O ) O ) c c n 1
564311,N c 1 c c c ( I ) c c 1 N . O = C C = O > A_O A_CCO A_CC(=O)O,I c 1 c c c 2 n c c n c 2 c 1
165897,C S ( = O ) c 1 c c c c c 1 C ( N ) = O > A_O=S(Cl)Cl,O = c 1 [nH] s c 2 c c c c c 1 2
444806,C C C I . c 1 c c c ( C N C c 2 c c c c n 2 ) n c 1 > A_[K+] A_CN(C)C=O A_[OH-],C C C N ( C c 1 c c c c n 1 ) C c 1 c c c c n 1
581228,C O C Cl . O c 1 c c ( Br ) c c ( Br ) c 1 > A_C1CCOC1 A_[Na+] A_[H-],C O C O c 1 c c ( Br ) c c ( Br ) c 1
58469,C C ( C ) C = O . C C C C C C C C O C ( N ) = O > A_CCOCC A_Cc1ccc(S(=O)(=O)O)cc1,C C C C C C C C O C ( = O ) N C = C ( C ) C
646641,Br c 1 c n c 2 c ( c 1 ) C C N 2 . C I > A_O A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_[H-],C N 1 C C c 2 c c ( Br ) c n c 2 1
343196,Br C c 1 c c c c c 1 . O C C 1 = C C C C C 1 > A_O A_[Na+] A_[H-] A_CS(C)=O,C 1 = C C ( C O C c 2 c c c c c 2 ) C C C 1
612856,C C O C ( = O ) C C N = C c 1 c c c o 1 > A_[Na+] A_CCO,C C O C ( = O ) C C N C c 1 c c c o 1
896179,N # C C c 1 c c c s 1 . O = C 1 C C C ( = O ) N 1 Br > A_O A_CN(C)C=O,N # C C c 1 c c c ( Br ) s 1
136512,C C C C = C c 1 c c c c c 1 C = C C ( = O ) O . Cl C Cl > A_CN(C)C=O,C C C C = C c 1 c c c c c 1 C = C C ( = O ) Cl
76424,F C ( F ) Cl . N c 1 n c ( N ) n c ( S ) n 1 > A_O A_[K+] A_CN(C)C=O A_O=C([O-])[O-],N c 1 n c ( N ) n c ( S C ( F ) F ) n 1
340952,C O C N = C = S . Cl c 1 c c n c 2 c c s c 1 2 > A_C1CCOC1 A_[Li]CCCC,C O C N C ( = S ) c 1 c c 2 n c c c ( Cl ) c 2 s 1
469551,C c 1 c c c c c 1 . O = C = N C C O C ( = O ) C C Cl >,c 1 c c c 2 n c c c c 2 c 1
74987,C [O-] . N C c 1 c c c ( O C C Cl ) c c 1 > A_[Na+] A_CO A_Cc1ccccc1,C O C C O c 1 c c c ( C N ) c c 1
329699,C C O C ( = O ) C C C ( = O ) c 1 n c c s 1 . [Br-] > A_[Na+] A_ClCCl A_O=C([O-])O A_[Br-],C C O C ( = O ) C C ( Br ) C ( = O ) c 1 n c c s 1
243041,C C = C c 1 c c c c c 1 . N c 1 c c c c c 1 > A_CCOC(C)=O A_CCCCCC,C C ( C c 1 c c c c c 1 ) N c 1 c c c c c 1
812424,C O c 1 n c c ( Br ) n 2 c n n c 1 2 > A_Cl A_CC(=O)O,O = c 1 [nH] c c ( Br ) n 2 c n n c 1 2
60683,C C [Si] ( Cl ) ( C C ) C C . F C ( F ) = C ( F ) Cl > A_C1CCOC1 A_CCO A_[Li]CCCC A_O=C=O,C C [Si] ( C C ) ( C C ) C ( F ) = C ( F ) F
143336,C C ( C ) ( C ) C ( = O ) Cl . S C 1 = N C C S 1 > A_O A_C1CCOC1 A_[Na+] A_[H-],C C ( C ) ( C ) C ( = O ) N 1 C C S C 1 = S
134373,C C c 1 c c ( C ( = O ) O C ) c ( O C ) n c 1 C > A_C1CCOC1 A_[Na+] A_[H-] A_O=S(=O)([O-])[O-] A_[Li+],C C c 1 c c ( C O ) c ( O C ) n c 1 C
437569,C C ( C ) ( C ) C ( = O ) C Br . [N-] = [N+] = [N-] > A_O A_[Na+] A_[Cl-] A_CC(C)=O,C C ( C ) ( C ) C ( = O ) C N = [N+] = [N-]
489402,O = C ( Cl ) c 1 s n c ( Cl ) c 1 Cl > A_O A_C1CCOC1 A_[Na+] A_O=C(O)CC(O)(CC(=O)O)C(=O)O,O C c 1 s n c ( Cl ) c 1 Cl
177442,C C O C ( = O ) C ( = O ) C C ( C ) = O . C N N > A_O A_CCOC(C)=O A_CC(=O)O,C C O C ( = O ) c 1 c c ( C ) n ( C ) n 1
406035,C C [C@@H] ( N c 1 c c c ( F ) c c 1 [N+] ( = O ) [O-] ) C ( = O ) O >,C C [C@H] ( N c 1 c c c ( F ) c c 1 [N+] ( = O ) [O-] ) C ( = O ) O
130040,C N ( C ) C = O . c 1 c c c ( S c 2 c c c s 2 ) c c 1 > A_C1CCOC1 A_[Li]CCCC,O = C c 1 c c c ( S c 2 c c c c c 2 ) s 1
386474,Br Br . C c 1 c c c c 2 c ( = O ) o c ( = O ) [nH] c 1 2 > A_[Na+] A_[K+] A_O=C([O-])O,C c 1 c c ( Br ) c c 2 c ( = O ) o c ( = O ) [nH] c 1 2
396453,C [Si] ( C ) ( C ) C C O C ( = O ) c 1 c c c ( C Br ) s 1 > A_ClCCl A_C1CCC2=NCCCN2CC1,C [Si] ( C ) ( C ) C C O C ( = O ) c 1 c c c s 1
116190,N # C [O-] . O = [N+] ( [O-] ) O C 1 C C N C C 1 > A_O A_[K+] A_CO A_CC(=O)O,N C ( = O ) N 1 C C C ( O [N+] ( = O ) [O-] ) C C 1
151086,C C O C ( C ) = O . C c 1 c c c ( I ) c c 1 F > A_O A_[K+] A_CCCC[N+](CCCC)(CCCC)CCCC,O = C ( O ) c 1 c c c ( I ) c c 1 F
476856,C c 1 c c c ( F ) c ( [N+] ( = O ) [O-] ) c 1 . c 1 c [nH] c n 1 > A_CN(C)C=O,C c 1 c c c ( - n 2 c c n c 2 ) c ( [N+] ( = O ) [O-] ) c 1
205748,O = C ( Cl ) C C C C C Br . O c 1 c c c c c 1 > A_[Cl-],O = C ( C C C C C Br ) c 1 c c c ( O ) c c 1
378304,N # C c 1 c ( Cl ) c c c c 1 - n 1 c c c c 1 > A_[H-] A_CCOCC A_[Li+],N C c 1 c ( Cl ) c c c c 1 - n 1 c c c c 1
814791,C C O C ( = O ) C 1 C C C C ( N ) C 1 > A_C1CCOC1 A_[H-] A_[Li+],N C 1 C C C C ( C O ) C 1
643767,C C N c 1 c c c ( C ( = O ) O C ) c c 1 . O . O C C Cl > A_CCOC(C)=O A_CCN(C(C)C)C(C)C,C C N ( C C O ) c 1 c c c ( C ( = O ) O C ) c c 1
459850,F c 1 c ( Cl ) c ( F ) c ( Cl ) c ( F ) c 1 Cl >,F c 1 c c ( F ) c c ( F ) c 1
582599,O C c 1 c c ( F ) c ( Cl ) n c 1 Cl > A_O A_CCN(CC)CC A_C1COCCO1 A_O=CO,O C c 1 c n c ( Cl ) c ( F ) c 1
177145,C c 1 n o c 2 c 1 C C C C 2 ( O ) c 1 c c o c 1 > A_Cc1ccccc1 A_Cc1ccc(S(=O)(=O)O)cc1,C c 1 n o c 2 c 1 C C C = C 2 c 1 c c o c 1
311346,N # C [S-] . N c 1 c c c c ( Cl ) c 1 Cl > A_[K+] A_CC(=O)O,N c 1 n c 2 c ( Cl ) c ( Cl ) c c c 2 s 1
33965,N c 1 c c c c c 1 . O = C 1 O C ( = O ) c 2 c n c c c 2 1 >,c 1 c c c 2 [nH] c c c 2 c 1
90442,C N . O = C ( N c 1 n n n [nH] 1 ) c 1 c n c c ( Cl ) n 1 > A_Cl A_CCO,C N c 1 c n c c ( C ( = O ) N c 2 n n n [nH] 2 ) n 1
124104,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 . S C C C Cl > A_O A_[K+] A_CS(C)=O A_CC(C)(C)[O-],O = [N+] ( [O-] ) c 1 c c c ( S C C C Cl ) c c 1
847400,Br C C O C C Br . N # C C c 1 c c c ( Br ) c c 1 > A_C1CCOC1 A_[K+] A_CC(C)(C)[O-],N # C C 1 ( c 2 c c c ( Br ) c c 2 ) C C O C C 1
345076,C C O c 1 c c c ( C C ( = O ) O ) c c 1 . O = S ( Cl ) Cl > A_c1ccccc1,C C O c 1 c c c ( C C ( = O ) Cl ) c c 1
165591,O C ( c 1 c c n c c 1 ) c 1 c c c ( I ) s 1 > A_O A_[Na+] A_Cl A_[OH-] A_CC(=O)O,I c 1 c c c ( C c 2 c c n c c 2 ) s 1
876925,C N O C . C c 1 n o c ( C ) c 1 C ( = O ) Cl > A_[Na+] A_ClCCl A_Cl A_Cc1ccccc1 A_O=C([O-])O A_c1ccncc1,C O N ( C ) C ( = O ) c 1 c ( C ) n o c 1 C
397518,C O C C O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 I > A_O A_CCO A_[Cl-] A_[NH4+],C O C C O c 1 c c c ( N ) c c 1 I
503447,O = C ( Cl ) C Cl . O = C 1 C c 2 c c c ( Cl ) c c 2 N 1 >,O = C 1 C c 2 c c ( C ( = O ) C Cl ) c ( Cl ) c c 2 N 1
225374,O = C c 1 c c c c 2 c 1 O C C 2 > A_[Na+] A_[OH-] A_C1COCCO1,O = C c 1 c c c c 2 c c o c 1 2
720749,C O c 1 c ( F ) c c c ( [N+] ( = O ) [O-] ) c 1 F > A_Cc1ccccc1 A_CC(=O)O,O = [N+] ( [O-] ) c 1 c c c ( F ) c ( O ) c 1 F
874813,C I . O C c 1 c c c ( Cl ) n c 1 > A_C1CCOC1 A_[Na+] A_[H-],C O C c 1 c c c ( Cl ) n c 1
580508,C = C C Br . C C O P ( O C C ) O C C > A_ClC(Cl)Cl,C = C C P ( = O ) ( O C C ) O C C
734022,C = C ( C ) c 1 c c c ( - c 2 c c c c c 2 ) n c 1 > A_CCO A_[Pd],C C ( C ) c 1 c c c ( - c 2 c c c c c 2 ) n c 1
500803,C O . N # C c 1 c c ( Cl ) c ( N ) c ( I ) c 1 > A_C1CCOC1,C c 1 c c ( C N ) c c ( I ) c 1 N
523464,Br Br . N # C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 N > A_[Na+] A_C1COCCO1,N # C c 1 c c ( Br ) c ( [N+] ( = O ) [O-] ) c c 1 N
304160,C N 1 C C C C 1 C C N . S = C = S > A_O A_[Na+] A_O=C([O-])O,C N 1 C C C C 1 C C N = C = S
386537,C C O C ( = [NH2+] ) c 1 c c c c c 1 C . N # C N > A_[Na+] A_CCO,C c 1 c c c c c 1 C ( N ) = N C # N
283940,C c 1 c c c ( C O ) c c 1 F . O = S ( Cl ) Cl >,C c 1 c c c ( C Cl ) c c 1 F
146531,Cl c 1 c n c 2 n c c c c 2 n 1 . [NH4+] > A_[OH-] A_CC(C)O,N c 1 c n c 2 n c c c c 2 n 1
116026,C C ( = O ) N c 1 c c c ( C = O ) c c 1 . C C C Br > A_C1CCOC1 A_[Cl-] A_[NH4+],C C C C ( O ) c 1 c c c ( N C ( C ) = O ) c c 1
90198,C C ( = O ) O . C N 1 C 2 C C C C C 1 C C ( = N O ) C 2 > A_[Na],C N C 1 C C 2 C C C C C ( C 1 ) N 2
74705,C O C ( C ) ( C ) O C . O = C c 1 c c c c c 1 F > A_CCOCC A_Cc1ccc(S(=O)(=O)O)cc1,C O C ( O C ) c 1 c c c c c 1 F
116134,C # C C Br . O = C ( O ) C ( = O ) C c 1 c c c c c 1 > A_[Na+] A_Cl A_[OH-],C # C C C ( C ( = O ) C ( = O ) O ) c 1 c c c c c 1
423838,N [C@H] 1 C ( O ) O [C@H] ( C O ) [C@@H] ( O ) [C@@H] 1 O > A_O A_[Na+] A_Cl A_O=S(=O)([O-])[O-],N [C@H] 1 C ( O ) O [C@H] ( C O ) [C@@H] ( O ) [C@@H] 1 O
104657,C C C C c 1 c ( C O ) c c c 2 c c c ( O C ) c c 1 2 > A_ClCCl A_CS(C)=O,C C C C c 1 c ( C = O ) c c c 2 c c c ( O C ) c c 1 2
